Name, a (au), e, i (deg), O (deg), w (deg), d0 (au), k (Re/yr), phi0 (deg), epsilon (au), eta, MEI
2003 PN5, 1.435, 0.278, 10.545, 134.837, 142.610, 0.057534, -0.3744, 33.3, 0.000407, 0.0073, 6.3
2003 QC, 2.573, 0.530, 7.841, 321.484, 37.602, 0.206715, -0.7478, --, 0.022966, 0.1141, 7.6
2003 QK5, 1.266, 0.160, 17.017, 148.358, 129.170, 0.101170, -0.2799, 22.5, 0.000203, 0.0020, 6.3
2003 QU5, 1.437, 0.327, 2.141, 287.800, 85.603, 0.029207, 0.3356, 81.8, 0.000381, 0.0124, 5.3
2003 QQ10, 2.252, 0.426, 7.030, 344.718, 4.864, 0.286982, 0.0657, 1.2, 0.004183, 0.0145, 8.4
2003 QY29, 2.624, 0.595, 16.549, 326.630, 349.055, 0.070145, -0.5266, --, 0.023063, 0.3702, 5.6
2003 QZ29, 2.476, 0.606, 8.707, 162.560, 251.439, 0.078749, 9.9026, --, 0.025326, 0.1861, 6.8
2003 QA30, 2.353, 0.542, 9.170, 157.817, 138.612, 0.107120, -1.0575, --, 0.008422, 0.0814, 6.5
2003 QB30, 1.231, 0.418, 0.639, 314.829, 107.815, 0.002577, 0.1165, 268.3, 0.000216, 0.0710, 1.1
2003 QB31, 2.145, 0.430, 6.014, 191.752, 120.005, 0.233355, -0.3129, 27.6, 0.003092, 0.0133, 8.4
2003 QF70, 2.213, 0.464, 6.312, 238.575, 136.976, 0.202207, -0.0235, 24.2, 0.002826, 0.0140, 7.4
2003 QL96, 2.828, 0.613, 6.732, 346.187, 322.799, 0.146315, -11.4064, --, 0.043551, 0.4392, 5.8
2003 RS1, 2.775, 0.641, 2.657, 172.353, 164.145, 0.002504, 14.4366, --, 0.073252, 1.0049, 0.8
2003 RE2, 2.466, 0.540, 2.492, 299.160, 33.279, 0.122366, 23.1103, 11.5, 0.018368, 0.0862, 7.9
2003 RB5, 1.884, 0.473, 44.573, 341.828, 27.796, 0.022850, -1.7595, 11.8, 0.000987, 0.0637, 3.5
2003 RD5, 1.397, 0.247, 8.708, 155.781, 170.232, 0.044356, -0.1136, 13.0, 0.000374, 0.0085, 5.2
2003 RL10, 2.452, 0.551, 17.807, 221.769, 142.011, 0.150813, -0.5320, 32.6, 0.018495, 0.1228, 7.6
2003 RU11, 0.888, 0.182, 4.667, 178.187, 316.736, 0.007344, -0.6094, --, 0.001343, 0.2484, 1.3
2003 RW11, 2.630, 0.825, 10.340, 170.465, 53.921, -0.003519, 8.8524, 84.6, 0.077333, 0.9733, 0.8
2003 SF, 2.179, 0.776, 5.573, 76.433, 33.228, 0.070706, -2.7430, 89.7, 0.001819, 0.0307, 5.6
2003 SY4, 2.474, 0.612, 3.922, 353.692, 327.663, -0.006803, 10.3752, --, 0.011229, 0.2794, 2.7
2003 SK5, 2.098, 0.457, 6.665, 336.149, 319.111, 0.148268, -0.0974, 330.0, 0.005955, 0.0403, 7.5
2003 SL5, 2.112, 0.475, 6.103, 39.655, 280.098, 0.146451, -0.2975, 308.3, 0.003458, 0.0238, 7.4
2003 SY17, 2.044, 0.582, 33.069, 350.489, 218.464, 0.057911, -2.1307, 154.3, 0.009420, 0.1879, 5.5
2003 SK36, 2.340, 0.471, 2.811, 202.290, 135.049, 0.225344, -0.2048, 10.9, 0.007149, 0.0317, 8.5
2003 SL36, 1.415, 0.407, 3.977, 358.921, 289.287, 0.007107, -0.4010, 281.4, 0.000258, 0.0475, 2.3
2003 SH84, 1.700, 0.315, 2.325, 268.601, 134.804, 0.175065, 0.0152, 11.4, 0.000683, 0.0039, 7.1
2003 SK84, 2.537, 0.743, 8.951, 344.071, 118.313, 0.102750, -22.3947, --, 0.192803, 1.8164, 5.7
2003 SR84, 1.707, 0.477, 7.527, 183.264, 229.921, 0.002959, 0.6831, 296.9, 0.000586, 0.1003, 1.4
2003 SS84, 1.931, 0.572, 5.492, 198.155, 234.924, 0.005220, -0.9592, 105.3, 0.000783, 0.1807, 0.4
2003 SU84, 1.499, 0.386, 16.463, 181.772, 95.638, 0.133002, -0.9205, 54.7, 0.000511, 0.0040, 7.4
2003 SA85, 2.128, 0.498, 5.737, 205.108, 128.659, 0.093797, -0.3340, 47.6, 0.003008, 0.0325, 6.4
2003 SW130, 0.884, 0.304, 3.674, 176.306, 47.750, 0.000511, -0.5237, 78.0, 0.000477, 0.2228, 0.3
2003 SJ154, 2.289, 0.449, 9.065, 41.987, 251.184, 0.293531, 0.0592, 322.8, 0.005210, 0.0177, 8.4
2003 SV159, 2.162, 0.520, 5.032, 199.843, 135.971, 0.061021, -0.5260, --, 0.002558, 0.0435, 6.4
2003 SF170, 2.204, 0.424, 28.654, 9.337, 291.531, 0.446277, 0.2307, 320.7, 0.002218, 0.0050, 9.4
2003 SJ170, 2.579, 0.560, 15.713, 201.017, 121.262, 0.223724, -0.0419, --, 0.016978, 0.0765, 8.6
2003 SN214, 2.038, 0.549, 8.339, 352.828, 285.485, 0.069653, -1.7301, 289.3, 0.004535, 0.0721, 6.5
2003 SS214, 2.365, 0.536, 8.114, 211.973, 194.934, 0.114246, 0.0718, 348.1, 0.009166, 0.0790, 7.5
2003 SU214, 2.575, 0.541, 5.623, 7.638, 66.163, 0.227363, 0.6731, 27.9, 0.022237, 0.0978, 8.7
2003 SH215, 2.237, 0.439, 2.029, 82.891, 256.285, 0.250182, -0.1300, 350.1, 0.003654, 0.0146, 8.4
2003 SK215, 1.852, 0.446, 36.017, 2.716, 289.008, 0.241872, 0.3382, 324.1, 0.000742, 0.0031, 8.3
2003 SL215, 2.718, 0.528, 7.845, 241.920, 133.962, 0.297521, -4.4564, 23.0, 0.015147, 0.0545, 8.7
2003 SM215, 2.104, 0.564, 4.974, 5.665, 41.267, 0.002480, 1.2068, 69.9, 0.002517, 0.3401, 1.5
2003 SN215, 2.594, 0.547, 10.478, 190.849, 206.864, 0.199292, -0.3165, --, 0.021961, 0.1134, 7.6
2003 SQ222, 1.505, 0.518, 3.556, 4.317, 280.978, 0.000109, 0.4507, 97.4, 0.000219, 0.1097, 0.3
2003 TK1, 1.522, 0.293, 5.729, 199.984, 186.370, 0.078617, 0.0278, 357.8, 0.000473, 0.0060, 6.1
2003 TL1, 2.577, 0.509, 8.228, 246.183, 132.854, 0.286968, -0.1830, 25.2, 0.019986, 0.0703, 8.6
2003 TM1, 1.362, 0.563, 1.706, 271.342, 355.081, 0.029000, 0.0662, 268.9, 0.000052, 0.0018, 5.0
2003 TG2, 0.908, 0.316, 25.456, 200.651, 355.193, 0.194362, 0.0174, 352.0, 0.000232, 0.0012, 7.0
2003 TH2, 2.459, 0.668, 1.386, 50.142, 44.389, 0.000500, -1.8417, --, 0.007719, 0.8160, 0.5
2003 TK2, 2.348, 0.647, 4.286, 0.977, 321.007, 0.023194, 1.2130, 101.3, 0.002863, 0.1049, 4.5
2003 TO9, 2.428, 0.604, 3.112, 197.972, 225.102, 0.023246, 1.1876, --, 0.010091, 0.3413, 4.6
2003 TR9, 1.642, 0.702, 13.464, 198.352, 71.062, 0.020342, -2.4985, 75.6, 0.000672, 0.0628, 0.6
2003 TT9, 1.097, 0.270, 18.997, 20.359, 252.863, 0.047288, -0.5078, 142.3, 0.000312, 0.0069, 5.3
2003 TX9, 2.151, 0.473, 8.403, 4.055, 80.993, 0.211088, 0.4157, 48.6, 0.002728, 0.0128, 8.4
2003 UE, 2.347, 0.448, 24.567, 216.070, 211.152, 0.341516, -1.1561, 341.9, 0.005597, 0.0166, 8.5
2003 UM3, 1.374, 0.441, 1.494, 17.235, 284.891, 0.000454, 0.2831, 93.7, 0.000301, 0.1889, 0.2
2003 UQ3, 2.632, 0.519, 12.772, 40.111, 356.417, 0.268816, -0.2312, 356.3, 0.018663, 0.0707, 8.6
2003 UB5, 2.603, 0.604, 10.625, 82.829, 353.818, 0.068665, 1.9279, --, 0.021608, 0.2963, 5.7
2003 UC5, 1.185, 0.819, 36.774, 30.925, 210.682, 0.110885, -2.0878, 286.8, 0.000298, 0.0029, 6.5
2003 UD5, 2.342, 0.563, 5.346, 32.372, 17.647, 0.042193, 0.2424, --, 0.008629, 0.1906, 5.5
2003 UW5, 2.471, 0.578, 1.863, 16.690, 52.524, 0.041220, 16.6195, --, 0.020040, 0.1746, 6.8
2003 UX5, 1.441, 0.341, 21.446, 50.501, 50.371, 0.049640, 0.3447, 28.9, 0.000364, 0.0071, 5.3
2003 UE8, 1.936, 0.472, 6.548, 33.615, 353.475, 0.027253, -0.1237, --, 0.001839, 0.0694, 4.3
2003 UL9, 1.011, 0.230, 62.866, 23.321, 228.576, 0.128146, 0.2096, 344.7, 0.000345, 0.0027, 7.2
2003 UC10, 2.402, 0.629, 1.506, 68.787, 254.639, 0.012897, 0.3501, 273.4, 0.001074, 0.0735, 3.3
2003 UO12, 2.829, 0.650, 0.983, 0.556, 83.721, 0.032069, -2.4675, --, 0.019707, 0.6867, 3.6
2003 UP12, 1.788, 0.492, 13.903, 208.182, 231.880, 0.029362, 1.3771, 312.1, 0.001553, 0.0445, 5.5
2003 UQ12, 1.708, 0.524, 5.405, 31.583, 291.718, 0.009488, -0.7226, 283.0, 0.000399, 0.0620, 2.4
2003 UY12, 0.701, 0.595, 16.404, 22.860, 200.680, 0.011835, -0.5397, 297.7, 0.000102, 0.0107, 3.3
2003 UY19, 2.463, 0.579, 7.637, 50.615, 320.461, 0.060458, -0.3623, --, 0.020023, 0.3346, 5.6
2003 UB22, 1.220, 0.226, 15.883, 212.394, 116.220, 0.047657, -0.3890, 35.9, 0.000266, 0.0058, 5.3
2003 UC22, 2.160, 0.417, 4.792, 232.375, 152.097, 0.265873, 0.0763, 10.8, 0.002695, 0.0101, 8.4
2003 UE22, 2.333, 0.548, 8.124, 29.329, 356.330, 0.061203, 0.1920, --, 0.006953, 0.1096, 6.5
2003 UG22, 1.424, 0.354, 20.301, 33.102, 280.707, 0.123316, -0.7328, 314.2, 0.000391, 0.0033, 7.4
2003 UP24, 2.236, 0.498, 21.655, 212.964, 237.957, 0.260059, 0.3203, 321.8, 0.003286, 0.0126, 8.4
2003 UO25, 1.017, 0.229, 15.475, 211.851, 28.597, 0.165897, -0.4084, 49.3, 0.001220, 0.0075, 7.3
2003 UP25, 1.266, 0.155, 19.930, 29.496, 344.193, 0.078426, -0.1155, 351.6, 0.000183, 0.0024, 6.1
2003 UQ25, 2.542, 0.680, 2.130, 187.132, 276.852, 0.017127, -2.2608, 273.8, 0.004270, 0.4775, 0.5
2003 UR25, 1.894, 0.489, 5.523, 23.146, 47.793, 0.035997, 0.6470, 61.0, 0.000936, 0.0241, 5.4
2003 UW26, 2.714, 0.522, 18.608, 28.992, 324.606, 0.348135, 1.3107, --, 0.015638, 0.0443, 8.6
2003 UX26, 1.155, 0.365, 4.544, 35.284, 263.997, 0.005442, -1.1928, 102.1, 0.013861, 1.5736, 0.4
2003 UT55, 0.979, 0.148, 16.789, 212.708, 287.345, 0.007328, 0.1284, 335.0, 0.000665, 0.0837, 3.2
2003 VE1, 1.942, 0.495, 16.334, 29.527, 323.318, 0.043253, -0.5581, 323.5, 0.001568, 0.0385, 5.4
2003 WE, 1.200, 0.242, 5.403, 58.244, 285.604, 0.028077, -0.4526, 293.3, 0.000368, 0.0140, 4.3
2003 WG, 2.438, 0.784, 27.144, 46.626, 261.996, 0.033874, -7.0569, 296.8, 0.008874, 0.3242, 0.6
2003 WP7, 2.306, 0.645, 0.989, 248.466, 240.949, 0.001587, 0.8573, 272.5, 0.000924, 0.1771, 0.4
2003 WP21, 2.270, 0.781, 4.308, 37.126, 124.653, 0.032971, 1.6111, 87.5, 0.001663, 0.0409, 5.5
2003 WQ21, 1.345, 0.161, 19.917, 230.332, 192.735, 0.142478, -0.0823, 356.7, 0.000722, 0.0051, 7.2
2003 WU21, 0.909, 0.545, 28.601, 57.518, 140.701, 0.069922, 0.5980, 55.8, 0.000210, 0.0029, 6.3
2003 WR25, 3.367, 0.708, 8.970, 117.363, 245.495, 0.090405, -5.7571, --, 0.036134, 0.5077, 5.7
2003 WW26, 2.390, 0.798, 6.292, 57.286, 255.019, -0.007799, 2.0950, 276.2, 0.019407, 1.0743, 0.6
2003 WY87, 2.417, 0.519, 9.452, 54.144, 6.083, 0.183127, 0.4855, 3.3, 0.015572, 0.0834, 7.6
2003 WH98, 2.148, 0.538, 3.545, 68.630, 353.656, 0.008229, 0.0900, --, 0.003870, 0.4355, 2.4
2003 WJ98, 1.262, 0.206, 22.859, 66.803, 34.309, 0.045607, 0.1127, 13.2, 0.000427, 0.0093, 5.1
2003 WO151, 1.545, 0.663, 19.853, 227.980, 330.994, 0.256163, 1.9243, 272.9, 0.000561, 0.0021, 8.5
2003 WT153, 0.894, 0.178, 0.370, 56.442, 147.580, 0.001939, -0.1850, 87.5, 0.000764, 0.7381, 0.2
2003 WU153, 1.863, 0.311, 27.330, 74.005, 314.627, 0.366521, 0.0664, 336.9, 0.000802, 0.0022, 8.2
2003 WY153, 2.462, 0.594, 1.185, 210.921, 211.270, -0.019432, 25.3981, --, 0.035536, 0.3452, 3.9
2003 WE157, 2.247, 0.566, 9.635, 226.364, 264.696, 0.142455, 0.3346, 289.1, 0.004117, 0.0285, 7.4
2003 WC158, 2.639, 0.628, 9.021, 251.042, 144.537, 0.037263, -1.0489, --, 0.016166, 0.5463, 4.6
2003 WH166, 1.936, 0.558, 0.702, 185.680, 329.400, 0.004759, 0.2484, 92.3, 0.000172, 0.0292, 2.2
2003 XK, 2.355, 0.714, 2.367, 241.810, 109.437, 0.003695, 2.4608, 265.9, 0.001904, 0.1374, 2.5
2003 XM, 3.201, 0.678, 5.616, 355.509, 156.041, 0.097448, 12.6570, --, 0.109918, 0.8604, 6.8
2003 XV, 1.943, 0.554, 4.544, 252.395, 231.349, 0.003019, 0.9327, 284.7, 0.000937, 0.1280, 1.4
2003 XJ7, 1.243, 0.466, 18.172, 253.896, 271.842, 0.001105, 0.7077, 303.8, 0.000670, 0.1542, 0.4
2003 XH10, 1.322, 0.244, 9.646, 70.571, 12.382, 0.018105, 0.1186, 10.4, 0.000322, 0.0173, 4.2
2003 XZ12, 1.437, 0.312, 12.407, 268.377, 198.663, 0.016240, 0.1999, 342.2, 0.000362, 0.0211, 4.2
2003 YJ, 0.930, 0.199, 19.471, 89.722, 165.668, 0.119778, 0.1811, 14.9, 0.000899, 0.0075, 7.3
2003 YM1, 2.621, 0.515, 13.467, 290.464, 224.777, 0.312827, -0.0013, --, 0.023680, 0.0770, 8.6
2003 YN1, 1.335, 0.243, 5.247, 274.094, 148.124, 0.041952, -0.2588, 36.5, 0.000370, 0.0091, 5.2
2003 YP1, 2.654, 0.642, 7.494, 276.657, 131.482, 0.040283, -2.0047, --, 0.013519, 0.4327, 4.6
2003 YQ1, 1.746, 0.341, 11.320, 268.211, 171.495, 0.167839, 0.0160, 6.8, 0.000968, 0.0058, 7.2
2003 YR1, 0.899, 0.451, 29.332, 86.391, 138.073, 0.066663, 0.4085, 46.9, 0.000135, 0.0020, 6.3
2003 YS1, 3.106, 0.845, 24.828, 280.660, 48.923, 0.214786, -18.8447, --, 0.014393, 0.1010, 6.9
2003 YW1, 1.665, 0.297, 19.400, 276.937, 182.509, 0.187876, 0.0311, 358.7, 0.000608, 0.0032, 7.2
2003 YP3, 1.345, 0.492, 37.178, 260.309, 282.282, 0.075594, 0.1001, 145.8, 0.000328, 0.0043, 6.2
2003 YN7, 2.764, 0.697, 19.710, 94.125, 281.174, 0.124397, -5.2096, --, 0.008578, 0.0821, 6.7
2003 YS17, 0.930, 0.313, 6.528, 98.907, 134.655, 0.030362, 0.4019, 73.0, 0.001147, 0.0358, 5.3
2003 YD45, 2.494, 0.693, 8.426, 252.155, 105.046, 0.039187, -1.0246, 75.2, 0.014079, 0.4793, 4.6
2003 YS70, 1.282, 0.234, 0.356, 270.957, 196.725, 0.001304, -0.2319, --, 0.000994, 0.9343, 0.2
2003 YT70, 1.595, 0.349, 0.373, 74.353, 10.297, 0.054727, -0.1024, 1.2, 0.000784, 0.0145, 6.2
2003 YP94, 2.167, 0.533, 8.129, 263.032, 212.014, 0.055488, 0.6562, --, 0.004139, 0.0717, 6.5
2003 YN107, 0.989, 0.014, 4.321, 264.370, 87.606, 0.003124, -1.0967, --, 0.012950, 1.0295, 0.5
2003 YH111, 1.417, 0.486, 4.368, 91.655, 84.407, 0.008149, 0.5027, 80.5, 0.000596, 0.0561, 3.3
2003 YR117, 1.861, 0.504, 17.369, 94.816, 317.673, 0.021894, -0.5875, 321.0, 0.001035, 0.0539, 4.4
2003 YL118, 1.131, 0.486, 7.606, 278.678, 65.729, 0.021130, -0.4417, 77.6, 0.000416, 0.0212, 4.3
2003 YG136, 0.969, 0.355, 2.732, 86.206, 128.216, 0.012047, 0.1143, 83.8, 0.000594, 0.0466, 3.2
2003 YH136, 2.494, 0.898, 16.429, 304.674, 306.053, 0.027061, 7.4723, 280.2, 0.019558, 0.4129, 3.7
2003 YJ136, 2.143, 0.393, 26.961, 288.135, 170.694, 0.318325, 0.2806, 5.2, 0.003131, 0.0098, 8.4
2004 AC, 1.800, 0.673, 11.543, 13.532, 171.490, 0.195464, 0.0958, 99.2, 0.000550, 0.0028, 7.2
2004 AD, 1.258, 0.263, 7.305, 110.473, 302.558, 0.024569, -0.4386, 305.7, 0.000310, 0.0137, 4.3
2004 AM, 1.572, 0.241, 41.699, 289.602, 80.029, 0.377022, -0.3006, 23.9, 0.000393, 0.0010, 8.3
2004 AD1, 1.914, 0.563, 6.191, 299.658, 110.407, 0.027246, -1.0781, 74.9, 0.000726, 0.0322, 4.4
2004 AY1, 1.885, 0.573, 5.512, 40.011, 2.348, 0.068026, -23.7344, --, 0.091303, 1.1015, 6.3
2004 AE6, 1.488, 0.376, 6.672, 297.841, 251.284, 0.055770, 0.5577, 292.4, 0.000313, 0.0054, 6.3
2004 BY1, 0.881, 0.220, 3.582, 298.042, 29.626, 0.018765, -0.5885, 73.3, 0.000878, 0.0549, 4.4
2004 BF11, 1.893, 0.406, 1.803, 276.830, 199.477, 0.141652, 0.1007, 355.2, 0.001553, 0.0109, 7.3
2004 BH11, 1.266, 0.328, 4.359, 309.515, 83.277, 0.017693, 0.4606, 75.5, 0.000334, 0.0169, 4.3
2004 BJ11, 1.750, 0.397, 4.267, 268.890, 112.451, 0.090672, -0.1312, 50.8, 0.000704, 0.0078, 6.2
2004 BK11, 2.063, 0.393, 5.373, 276.386, 211.958, 0.269721, -3.7014, 347.5, 0.006865, 0.0266, 8.6
2004 BM11, 1.447, 0.524, 3.619, 42.479, 175.586, 0.062214, -0.0912, 93.9, 0.000075, 0.0012, 6.1
2004 BV18, 1.334, 0.254, 2.172, 301.980, 170.984, 0.011703, 0.0904, --, 0.000741, 0.0608, 3.2
2004 BW18, 1.373, 0.253, 5.112, 302.921, 201.044, 0.046012, 0.1964, 334.9, 0.000419, 0.0089, 5.2
2004 BZ18, 1.867, 0.437, 22.621, 308.108, 112.781, 0.229020, -0.4396, 41.6, 0.000918, 0.0040, 8.3
2004 BY21, 2.417, 0.477, 6.558, 40.258, 155.448, 0.282562, -0.4991, 10.4, 0.024567, 0.0860, 8.6
2004 BG41, 2.510, 0.610, 2.979, 301.140, 153.435, 0.013727, -2.1119, --, 0.002151, 0.2694, 0.5
2004 BN41, 2.046, 0.518, 0.398, 330.815, 146.037, 0.001192, 1.2302, --, 0.008707, 1.0235, 1.5
2004 BT58, 0.961, 0.385, 17.671, 300.808, 45.844, 0.078496, -0.3685, 57.7, 0.000264, 0.0034, 6.3
2004 BX58, 2.850, 0.607, 14.999, 126.328, 347.850, 0.163419, 4.9225, --, 0.058657, 0.3222, 7.8
2004 BZ74, 3.062, 0.889, 17.063, 230.080, 124.844, 0.056676, 24.1732, --, 0.017763, 0.1160, 6.9
2004 BA75, 1.637, 0.602, 3.160, 134.807, 253.790, 0.012724, -0.4126, 96.0, 0.000418, 0.0373, 3.3
2004 BB75, 1.849, 0.447, 16.582, 132.126, 359.043, 0.036334, 0.1333, 0.4, 0.001510, 0.0407, 5.3
2004 BF85, 1.829, 0.724, 3.715, 212.632, 18.272, 0.057194, -0.2123, 91.0, 0.000155, 0.0027, 6.2
2004 BE86, 1.441, 0.237, 3.782, 154.701, 14.938, 0.107000, 0.0603, 10.7, 0.000401, 0.0037, 7.1
2004 BK86, 1.488, 0.533, 2.357, 310.867, 263.143, 0.001465, 0.4320, 274.7, 0.000974, 0.3191, 0.3
2004 CC, 1.428, 0.308, 7.592, 324.150, 199.523, 0.012243, 0.3095, 328.6, 0.000413, 0.0303, 3.3
2004 CQ, 2.032, 0.494, 6.399, 321.864, 184.336, 0.045603, 0.4247, 351.0, 0.009539, 0.1997, 5.5
2004 CS, 1.860, 0.389, 15.088, 334.803, 189.435, 0.148386, 0.0367, 351.0, 0.001388, 0.0093, 7.3
2004 CZ1, 1.541, 0.455, 2.003, 146.752, 66.005, 0.004254, 0.2016, 84.2, 0.000211, 0.0415, 2.2
2004 CA2, 2.109, 0.613, 3.257, 303.849, 130.751, 0.008068, 0.9841, 261.0, 0.001718, 0.1491, 3.4
2004 CR2, 2.472, 0.533, 3.110, 355.110, 243.421, 0.163888, 15.6641, --, 0.042219, 0.1982, 7.8
2004 CD39, 2.467, 0.526, 3.239, 227.283, 303.474, 0.110199, 25.5639, --, 0.071359, 0.2867, 7.9
2004 CE39, 1.027, 0.391, 17.710, 153.211, 126.112, 0.077585, 0.5208, 59.4, 0.000186, 0.0023, 6.3
2004 CO49, 1.375, 0.388, 4.262, 115.098, 315.968, 0.021330, 0.3203, 105.7, 0.000170, 0.0075, 4.3
2004 DK1, 1.799, 0.396, 1.026, 38.969, 167.955, 0.080753, -0.0474, 2.1, 0.002435, 0.0302, 6.3
2004 DL1, 1.800, 0.693, 2.264, 175.814, 230.906, 0.022016, -0.2775, 271.3, 0.000209, 0.0101, 4.3
2004 DF2, 1.659, 0.653, 5.229, 324.611, 90.221, 0.007440, -0.9721, 261.9, 0.001975, 0.4879, 0.4
2004 DM44, 2.479, 0.711, 10.537, 350.694, 95.704, 0.041723, 2.3616, 74.0, 0.009916, 0.1968, 5.5
2004 DA53, 0.884, 0.330, 5.135, 336.491, 50.026, 0.003079, -0.4545, 74.2, 0.001123, 0.5615, 0.3
2004 EH1, 2.009, 0.534, 7.523, 356.754, 231.990, 0.035832, 1.3006, 295.3, 0.003059, 0.0736, 5.5
2004 EJ1, 1.911, 0.442, 14.237, 7.852, 196.975, 0.075129, -0.1436, 341.2, 0.001891, 0.0253, 6.3
2004 EL20, 0.815, 0.269, 7.598, 355.933, 337.676, 0.006884, 0.5981, 308.5, 0.000833, 0.0905, 3.3
2004 ER21, 0.899, 0.171, 7.948, 357.252, 343.522, 0.042327, 0.6959, 320.4, 0.001801, 0.0404, 5.4
2004 ET21, 1.632, 0.324, 41.612, 171.023, 248.146, 0.274270, -0.5472, 335.3, 0.000479, 0.0018, 8.4
2004 EU22, 1.176, 0.163, 5.338, 175.655, 328.725, 0.008534, -0.2968, --, 0.000448, 0.0608, 2.3
2004 FA, 2.126, 0.592, 9.099, 179.176, 57.391, 0.020191, 1.8337, 66.9, 0.004124, 0.1483, 4.5
2004 FD, 1.302, 0.674, 1.016, 49.997, 357.093, 0.015777, -0.0919, 269.7, 0.000185, 0.0120, 4.1
2004 FE, 2.349, 0.508, 12.036, 337.759, 214.044, 0.186511, -0.1099, --, 0.010647, 0.0566, 7.5
2004 FH, 0.819, 0.289, 0.055, 258.227, 69.159, 0.001211, -0.0191, 269.7, 0.001943, 1.0575, 0.3
2004 FW1, 1.610, 0.717, 10.163, 194.583, 91.232, 0.047277, -1.9426, 256.4, 0.000580, 0.0148, 5.5
2004 FX1, 1.132, 0.266, 17.692, 352.931, 97.331, 0.017678, -0.4327, 38.7, 0.000622, 0.0393, 4.3
2004 FY1, 1.943, 0.585, 8.946, 179.726, 62.300, 0.001995, 1.6054, 69.7, 0.001414, 0.1568, 1.5
2004 FK2, 1.331, 0.230, 11.431, 177.793, 19.618, 0.037687, 0.2176, 19.6, 0.000381, 0.0099, 5.2
2004 FY3, 1.977, 0.556, 5.425, 359.487, 128.986, 0.003173, -0.1345, 72.0, 0.003483, 1.0991, 0.4
2004 FD4, 1.891, 0.325, 23.406, 345.761, 245.403, 0.407333, 0.3237, 324.2, 0.001115, 0.0027, 9.3
2004 FE4, 1.390, 0.235, 15.740, 358.657, 198.972, 0.076371, 0.1613, 345.5, 0.000330, 0.0043, 6.2
2004 FM4, 2.019, 0.595, 2.697, 185.188, 290.042, 0.009685, -0.7660, 276.5, 0.001215, 0.2056, 1.4
2004 FP4, 1.995, 0.472, 2.116, 24.560, 197.037, 0.050922, -0.1330, 345.1, 0.004583, 0.0906, 5.4
2004 FA5, 1.305, 0.299, 14.984, 178.385, 58.840, 0.024734, 0.4903, 42.0, 0.000474, 0.0176, 4.3
2004 FK5, 2.247, 0.549, 5.478, 2.169, 174.206, 0.021887, -4.0338, --, 0.014167, 0.8609, 0.5
2004 FZ5, 2.157, 0.404, 23.349, 180.828, 45.189, 0.354731, -0.3854, 28.1, 0.003651, 0.0103, 8.4
2004 FN8, 1.168, 0.145, 5.259, 4.023, 159.930, 0.010377, -0.1068, --, 0.000683, 0.0710, 3.2
2004 FJ11, 2.248, 0.562, 2.388, 20.885, 232.482, 0.019733, 0.5060, 281.7, 0.002287, 0.1035, 4.4
2004 FY15, 1.854, 0.480, 3.486, 5.953, 207.576, 0.001643, 0.4671, 290.0, 0.000747, 0.2066, 0.3
2004 FB16, 1.789, 0.414, 12.755, 4.649, 181.932, 0.046822, 0.4090, 354.7, 0.003904, 0.0788, 5.4
2004 FN17, 1.629, 0.329, 14.652, 195.669, 24.449, 0.108722, 0.2339, 20.8, 0.000656, 0.0060, 7.3
2004 FB18, 1.665, 0.368, 5.734, 185.676, 23.457, 0.059255, 0.2105, 29.3, 0.000878, 0.0146, 6.3
2004 FC18, 1.913, 0.650, 9.828, 180.835, 93.085, 0.017253, -2.4386, 75.1, 0.001199, 0.1138, 0.5
2004 FF29, 1.919, 0.616, 8.182, 68.435, 40.308, 0.069691, -1.5431, 250.5, 0.001183, 0.0188, 6.5
2004 FG29, 0.878, 0.493, 3.433, 182.928, 142.508, 0.009750, 0.6501, 84.5, 0.000542, 0.0432, 3.3
2004 FH29, 1.656, 0.402, 12.621, 195.280, 25.977, 0.015993, 0.4000, 32.1, 0.000794, 0.0447, 4.3
2004 FJ31, 1.271, 0.322, 1.955, 58.222, 204.030, 0.022198, -0.2669, 96.7, 0.000288, 0.0137, 4.2
2004 FY31, 2.169, 0.555, 11.190, 28.762, 197.451, 0.020787, -0.5208, --, 0.005109, 0.2709, 4.5
2004 FM32, 1.098, 0.162, 3.744, 183.869, 298.878, 0.002231, 0.4111, 119.1, 0.000639, 0.1574, 1.3
2004 FU162, 0.827, 0.391, 4.171, 191.000, 139.696, 0.000121, -0.5109, 259.1, 0.000733, 0.3001, 0.3
2004 GA, 2.828, 0.632, 10.564, 12.196, 156.283, 0.080159, -5.3692, 27.0, 0.031108, 0.5311, 5.7
2004 GD, 1.066, 0.308, 6.210, 26.519, 281.416, 0.007871, 0.8350, 287.5, 0.000913, 0.0846, 3.4
2004 GB2, 2.118, 0.649, 12.422, 208.933, 255.436, 0.019344, 3.6411, 292.7, 0.004485, 0.1217, 4.6
2004 GD2, 2.039, 0.500, 1.765, 44.838, 144.476, 0.019293, 0.1578, --, 0.008621, 0.4339, 3.5
2004 GE2, 2.043, 0.706, 2.157, 44.183, 261.108, 0.002051, -0.3734, 93.3, 0.005394, 1.2199, 0.3
2004 GZ14, 1.386, 0.323, 20.926, 200.733, 308.332, 0.027992, -0.2617, 331.4, 0.000353, 0.0131, 5.3
