Name, a (au), e, i (deg), O (deg), w (deg), d0 (au), k (Re/yr), phi0 (deg), epsilon (au), eta, MEI
2015 KR157, 1.087, 0.735, 18.018, 55.694, 355.163, 0.207737, 0.4746, 271.1, 0.000077, 0.0004, 8.3
2015 KS157, 2.148, 0.468, 8.959, 68.453, 259.083, 0.205009, 0.3235, 307.0, 0.002472, 0.0120, 8.4
2015 KT157, 2.163, 0.764, 6.945, 249.101, 227.680, 0.067787, -4.3293, 272.9, 0.002554, 0.0512, 5.6
2015 KU157, 2.547, 0.539, 1.226, 195.877, 81.114, 0.184487, 1.1132, 9.0, 0.041867, 0.2316, 7.7
2015 KV157, 2.087, 0.528, 6.574, 64.032, 215.219, 0.024965, 0.2190, 302.3, 0.006127, 0.2356, 4.5
2015 KW157, 3.619, 0.675, 3.701, 52.729, 162.510, 0.118393, -9.9900, --, 0.097442, 1.0105, 0.9
2015 KX157, 2.153, 0.788, 9.359, 263.080, 203.705, 0.129980, -3.5501, 268.7, 0.002139, 0.0188, 6.6
2015 KY157, 1.484, 0.669, 4.504, 264.332, 197.393, 0.065923, -0.3132, 269.4, 0.000098, 0.0015, 6.3
2015 KZ157, 1.307, 0.061, 20.795, 56.460, 210.394, 0.224477, 0.1161, 353.1, 0.000537, 0.0024, 8.2
2015 KA158, 2.032, 0.553, 2.527, 249.979, 283.210, 0.023142, -0.8391, 276.7, 0.001705, 0.0847, 4.4
2015 KB158, 1.488, 0.264, 24.242, 238.030, 90.178, 0.301213, 0.5288, 39.4, 0.000300, 0.0010, 8.3
2015 KC158, 1.566, 0.344, 26.890, 239.378, 65.682, 0.166789, 0.2560, 33.3, 0.000455, 0.0027, 7.3
2015 KD158, 2.023, 0.423, 1.164, 4.892, 220.746, 0.164392, -0.0358, 354.2, 0.006558, 0.0399, 7.5
2015 KE158, 2.402, 0.523, 1.691, 60.690, 173.102, 0.120907, -0.0694, 1.2, 0.017594, 0.1418, 7.6
2015 KF158, 1.414, 0.220, 2.323, 64.689, 203.669, 0.088117, 0.1772, 348.6, 0.001113, 0.0125, 6.2
2015 KG158, 1.138, 0.277, 2.235, 53.964, 97.586, 0.000606, -0.2598, 81.2, 0.000361, 0.3236, 0.2
2015 KH158, 2.020, 0.523, 4.945, 251.796, 42.869, 0.013966, 0.7256, 68.3, 0.001956, 0.1153, 4.4
2015 KH160, 2.740, 0.867, 8.742, 238.111, 250.326, 0.071061, -25.2442, --, 0.064465, 0.6277, 0.8
2015 KJ160, 1.040, 0.367, 15.664, 54.479, 28.415, 0.177875, -0.4434, 68.2, 0.000385, 0.0022, 7.3
2015 KX200, 2.081, 0.417, 5.819, 128.673, 177.757, 0.194734, 1.0093, 1.7, 0.008402, 0.0422, 7.5
2015 KE319, 2.387, 0.605, 2.811, 248.007, 40.267, 0.004384, 1.0069, 79.0, 0.003568, 0.3913, 2.5
2015 KH321, 2.125, 0.431, 5.713, 55.509, 231.113, 0.213190, -0.2228, 335.5, 0.004516, 0.0213, 8.4
2015 KV392, 1.409, 0.172, 11.648, 238.904, 72.299, 0.226726, 0.1885, 36.3, 0.000397, 0.0017, 8.2
2015 LF, 2.393, 0.665, 8.448, 77.226, 242.102, 0.004773, 3.8371, 287.9, 0.006658, 0.3662, 0.6
2015 LG, 1.657, 0.456, 4.650, 92.423, 221.119, 0.012541, -0.4696, 107.0, 0.000287, 0.0270, 3.3
2015 LH, 1.902, 0.482, 3.935, 83.565, 201.640, 0.003151, -0.3944, 115.5, 0.000813, 0.3588, 0.3
2015 LJ, 1.232, 0.152, 2.226, 188.131, 103.782, 0.047579, -0.1455, 53.8, 0.000360, 0.0077, 5.2
2015 LK, 1.755, 0.442, 3.233, 103.981, 192.018, 0.014935, -0.3326, 111.9, 0.000741, 0.0553, 3.3
2015 LA2, 0.883, 0.281, 7.721, 85.367, 3.683, 0.084906, -0.4572, 65.7, 0.000449, 0.0054, 6.3
2015 LH2, 2.211, 0.576, 6.238, 253.610, 44.212, 0.013250, 1.1743, 67.6, 0.002067, 0.1167, 3.5
2015 LY13, 1.110, 0.152, 27.475, 256.742, 283.483, 0.030623, -0.0554, 343.2, 0.000524, 0.0173, 5.1
2015 LF14, 2.280, 0.485, 13.900, 65.982, 252.510, 0.279405, 0.8628, 309.4, 0.003961, 0.0139, 8.5
2015 LG14, 1.476, 0.250, 11.057, 258.355, 343.384, 0.098727, -0.0940, 349.2, 0.000427, 0.0043, 6.2
2015 LH14, 2.237, 0.511, 11.425, 85.596, 234.287, 0.155458, 0.7403, 314.6, 0.003940, 0.0248, 7.5
2015 LC21, 1.956, 0.460, 2.878, 329.055, 333.868, 0.047290, -0.2100, 333.2, 0.002112, 0.0456, 5.4
2015 LE21, 1.102, 0.099, 6.636, 121.251, 242.643, 0.022968, 0.3390, 327.4, 0.000503, 0.0205, 4.3
2015 LF21, 1.510, 0.634, 2.626, 253.332, 267.269, 0.007324, -0.3820, 94.1, 0.001415, 0.2655, 2.3
2015 LG21, 2.691, 0.577, 13.925, 263.781, 39.542, 0.180222, -2.8600, --, 0.019843, 0.1200, 7.7
2015 LK21, 2.762, 0.605, 24.056, 166.027, 203.650, 0.112604, -2.8799, --, 0.017469, 0.1740, 6.7
2015 LL21, 2.189, 0.716, 6.974, 111.228, 56.592, 0.053376, -3.3504, 257.3, 0.003060, 0.0787, 4.6
2015 LM21, 2.435, 0.772, 6.358, 121.123, 36.941, 0.016690, 1.8394, --, 0.105512, 1.2150, 3.7
2015 LN21, 2.094, 0.490, 8.576, 86.108, 205.990, 0.075374, 0.4041, 330.0, 0.007007, 0.0908, 6.5
2015 LO21, 1.189, 0.581, 7.738, 82.588, 63.211, 0.009519, -0.5773, 79.4, 0.000195, 0.0276, 2.3
2015 LP21, 1.971, 0.445, 14.433, 263.056, 11.789, 0.081295, 0.0377, 11.9, 0.002534, 0.0311, 6.3
2015 LQ21, 2.247, 0.550, 1.432, 159.591, 90.242, 0.023068, 1.8383, --, 0.003483, 0.1085, 4.5
2015 LR21, 1.907, 0.569, 1.889, 86.317, 243.401, 0.001100, 0.2691, 274.7, 0.000221, 0.0982, 0.2
2015 LH24, 2.129, 0.442, 8.813, 135.368, 148.590, 0.190574, -0.5300, 22.2, 0.004471, 0.0237, 7.5
2015 LJ24, 2.458, 0.775, 12.194, 90.592, 59.167, 0.081550, -11.9032, --, 0.128332, 1.3608, 0.8
2015 LK24, 2.675, 0.617, 14.416, 94.852, 202.593, 0.047368, -1.6726, --, 0.024639, 0.6464, 4.7
2015 LL24, 1.701, 0.343, 34.447, 91.267, 192.314, 0.106782, -0.1978, 354.1, 0.000713, 0.0067, 7.3
2015 LM24, 1.962, 0.576, 9.048, 76.793, 252.527, 0.034051, 1.5874, 289.4, 0.001219, 0.0301, 5.5
2015 LS24, 2.755, 0.599, 5.631, 259.899, 16.193, 0.119480, -2.5008, --, 0.028211, 0.2552, 6.7
2015 LT24, 1.517, 0.698, 13.357, 117.190, 28.641, 0.155627, -1.2984, 87.0, 0.000347, 0.0023, 7.5
2015 LU24, 1.773, 0.361, 22.496, 99.064, 200.619, 0.133088, -0.3910, 347.1, 0.001013, 0.0077, 7.3
2015 LV24, 1.042, 0.087, 9.763, 87.440, 3.147, 0.031930, -0.0034, 180.0, 0.000510, 0.0159, 5.1
2015 LU38, 1.397, 0.413, 19.518, 89.372, 274.351, 0.088080, -0.8798, 308.3, 0.000346, 0.0041, 6.4
2015 LA40, 1.851, 0.488, 20.487, 254.790, 281.087, 0.171383, -1.3095, 308.7, 0.001270, 0.0077, 7.5
2015 LB40, 1.905, 0.338, 15.067, 152.740, 208.948, 0.273318, 0.1363, 343.8, 0.001105, 0.0040, 8.3
2015 LP46, 2.657, 0.520, 14.393, 249.878, 355.227, 0.254859, -0.9365, --, 0.027758, 0.1136, 8.7
2015 MA, 1.128, 0.367, 23.375, 84.910, 277.094, 0.004104, 0.5375, 315.7, 0.000662, 0.1000, 2.3
2015 MC, 1.067, 0.263, 1.742, 237.384, 288.313, 0.010274, 0.1593, 275.8, 0.000352, 0.0324, 3.2
2015 MP1, 1.738, 0.327, 24.378, 276.966, 13.480, 0.158667, -0.0850, 7.7, 0.000913, 0.0058, 7.2
2015 MN11, 2.040, 0.704, 5.711, 277.558, 86.484, -0.001766, 1.2179, 261.6, 0.006365, 0.9856, 0.4
2015 MO11, 2.501, 0.513, 14.026, 116.009, 240.403, 0.310472, 1.6965, 319.5, 0.018252, 0.0588, 8.6
2015 MN44, 1.796, 0.353, 3.548, 283.955, 337.257, 0.148021, -0.0239, 350.5, 0.001779, 0.0120, 7.3
2015 MV53, 2.397, 0.472, 5.917, 228.360, 51.119, 0.264576, -0.1353, 21.3, 0.012954, 0.0487, 8.6
2015 MW53, 1.202, 0.197, 36.456, 85.511, 314.843, 0.030167, 0.0045, 347.8, 0.000204, 0.0068, 5.0
2015 MX53, 2.463, 0.574, 0.313, 2.918, 303.201, -0.005453, 23.4336, --, 0.040102, 0.3681, 5.9
2015 MY53, 2.102, 0.490, 1.709, 138.881, 142.812, 0.064666, -0.5943, 18.4, 0.007074, 0.1147, 6.5
2015 MZ53, 1.145, 0.189, 2.215, 259.512, 298.463, 0.000955, 0.4520, 104.7, 0.000649, 0.2453, 0.3
2015 MA54, 2.524, 0.616, 2.859, 112.777, 186.157, 0.031189, 0.0745, --, 0.012569, 0.4526, 4.5
2015 MB54, 1.311, 0.241, 2.700, 152.252, 47.551, 0.025433, 0.2610, --, 0.001186, 0.0454, 4.3
2015 MC54, 1.117, 0.068, 3.019, 254.503, 0.280, 0.026349, 0.1627, --, 0.000947, 0.0352, 5.2
2015 MS59, 2.187, 0.418, 2.867, 168.295, 168.639, 0.260336, -0.0603, 3.1, 0.003005, 0.0115, 8.4
2015 MT59, 1.753, 0.627, 9.438, 52.144, 341.802, 0.142441, 0.4445, 106.6, 0.000535, 0.0037, 7.3
2015 MU59, 2.250, 0.443, 6.050, 147.542, 187.129, 0.241905, -0.7126, 357.5, 0.004444, 0.0186, 8.5
2015 MF60, 1.973, 0.587, 9.379, 198.106, 344.968, 0.112177, 1.0385, 116.0, 0.002006, 0.0172, 7.4
2015 MP66, 2.157, 0.472, 9.346, 91.660, 214.859, 0.149658, 0.1365, 331.8, 0.003475, 0.0231, 7.4
2015 MO89, 2.120, 0.520, 7.712, 86.052, 213.214, 0.040023, 0.6220, 313.3, 0.003971, 0.0928, 5.5
2015 MF95, 2.616, 0.528, 4.396, 208.157, 103.588, 0.231507, -0.4828, 22.9, 0.021775, 0.0968, 8.6
2015 MT96, 2.262, 0.536, 10.422, 177.628, 173.275, 0.041948, -1.1748, --, 0.005564, 0.1419, 5.5
2015 MQ101, 2.116, 0.571, 21.877, 264.986, 90.856, 0.222617, -2.0583, 60.2, 0.004066, 0.0191, 8.5
2015 MW103, 2.315, 0.440, 4.648, 31.188, 259.452, 0.300036, -0.2305, 339.6, 0.006245, 0.0208, 8.5
2015 MX103, 1.568, 0.352, 7.391, 265.526, 344.560, 0.009298, -0.2183, 335.8, 0.000785, 0.0916, 3.2
2015 ME116, 1.036, 0.149, 24.331, 120.847, 307.897, 0.054293, 0.1510, 166.4, 0.000350, 0.0064, 6.2
2015 MG116, 1.466, 0.567, 2.459, 174.694, 201.945, 0.039481, -0.0479, 269.3, 0.000134, 0.0034, 5.0
2015 MM116, 1.481, 0.268, 9.464, 264.278, 85.271, 0.176213, 0.3512, 55.4, 0.000322, 0.0018, 7.3
2015 MN116, 1.708, 0.530, 44.775, 265.057, 97.097, 0.136409, 0.3138, 37.8, 0.000451, 0.0033, 7.3
2015 MO116, 1.240, 0.204, 15.470, 105.759, 210.749, 0.005577, -0.2094, 161.6, 0.000244, 0.0519, 2.2
2015 MQ116, 1.091, 0.181, 14.800, 281.580, 258.744, 0.029404, 0.2629, 325.7, 0.000488, 0.0160, 5.2
2015 MJ130, 2.247, 0.446, 7.268, 125.590, 184.270, 0.231868, 0.6180, 358.2, 0.004140, 0.0177, 8.5
2015 MO130, 2.174, 0.428, 8.204, 109.697, 222.311, 0.248216, 0.1224, 337.2, 0.003142, 0.0126, 8.4
2015 MQ130, 2.206, 0.534, 40.209, 238.880, 111.844, 0.269008, 1.5275, 36.4, 0.001858, 0.0067, 8.5
2015 MZ130, 1.227, 0.183, 11.804, 96.546, 227.402, 0.033893, 0.3183, 330.7, 0.000206, 0.0059, 5.3
2015 MA131, 2.366, 0.455, 12.911, 227.691, 14.795, 0.276851, -0.3293, 10.7, 0.010426, 0.0376, 8.5
2015 MC131, 1.536, 0.409, 1.083, 87.224, 257.122, 0.008518, 0.3244, 273.4, 0.000569, 0.0585, 3.3
2015 MD131, 2.306, 0.488, 7.895, 2.953, 1.044, 0.172951, -0.1554, --, 0.005264, 0.0305, 7.5
2015 ME131, 0.816, 0.212, 33.642, 317.775, 156.880, 0.043435, -0.1073, 189.0, 0.000951, 0.0220, 5.2
2015 MT200, 0.865, 0.462, 2.252, 95.452, 340.378, 0.016434, 0.2402, 273.3, 0.000462, 0.0260, 4.2
2015 NF, 2.169, 0.857, 33.011, 108.626, 292.682, 0.065555, -7.6420, 116.4, 0.002618, 0.0769, 0.7
2015 NR2, 2.094, 0.507, 4.542, 272.087, 22.679, 0.031711, 0.3282, --, 0.006301, 0.1901, 5.5
2015 NT2, 2.245, 0.495, 5.199, 129.045, 171.067, 0.120174, 1.0509, 6.9, 0.005870, 0.0472, 7.5
2015 NU2, 1.139, 0.648, 8.144, 243.625, 279.948, 0.049664, -0.7365, 102.1, 0.000197, 0.0042, 5.4
2015 ND3, 1.801, 0.454, 4.818, 275.607, 331.082, 0.002772, -0.4232, 299.8, 0.001198, 0.4897, 0.3
2015 NG3, 1.685, 0.341, 27.509, 262.016, 98.435, 0.342067, -0.5092, 40.7, 0.000409, 0.0012, 8.3
2015 NH3, 2.284, 0.500, 46.405, 107.141, 94.309, 0.500215, 0.9036, 42.1, 0.002498, 0.0050, 9.5
2015 NJ3, 1.688, 0.671, 12.276, 134.391, 251.446, 0.047927, -1.9178, 283.6, 0.000697, 0.0175, 5.5
2015 NK3, 1.108, 0.352, 28.418, 136.686, 313.123, 0.188396, 0.0059, 158.2, 0.000182, 0.0010, 7.0
2015 NL3, 2.171, 0.422, 9.732, 126.067, 153.406, 0.250668, -0.3632, 16.5, 0.003676, 0.0147, 8.4
2015 NW9, 1.558, 0.317, 28.883, 248.195, 101.565, 0.276059, -0.6656, 36.0, 0.001365, 0.0050, 8.4
2015 NY9, 1.905, 0.386, 5.226, 284.910, 341.727, 0.155845, -0.1097, 349.9, 0.001594, 0.0103, 7.3
2015 NG13, 0.855, 0.225, 5.355, 272.035, 202.919, 0.004216, -0.6361, 308.6, 0.001411, 0.5044, 0.3
2015 NK13, 2.254, 0.559, 8.095, 192.886, 192.448, 0.003870, -1.0281, --, 0.003355, 0.5373, 0.4
2015 NP13, 2.209, 0.451, 1.505, 56.803, 265.524, 0.201706, -0.1920, 351.0, 0.003389, 0.0169, 7.4
2015 NS13, 1.488, 0.419, 15.211, 306.966, 110.099, 0.053815, -0.7249, 51.5, 0.000359, 0.0071, 5.4
2015 NU13, 1.830, 0.590, 4.222, 139.773, 260.561, 0.010359, 0.7296, 278.3, 0.000413, 0.0302, 3.4
2015 NV13, 2.212, 0.508, 8.820, 132.726, 193.366, 0.078067, 0.0607, 346.8, 0.003466, 0.0443, 6.4
2015 NY13, 1.589, 0.194, 32.362, 308.408, 42.749, 0.316326, -0.1492, 13.3, 0.000461, 0.0015, 8.2
2015 NZ13, 2.015, 0.781, 6.578, 175.387, 239.688, 0.029536, -2.5691, 275.0, 0.001729, 0.0930, 3.6
2015 NA14, 0.966, 0.184, 6.354, 281.790, 152.877, 0.060334, 0.4132, 61.4, 0.000473, 0.0076, 6.3
2015 NB14, 2.199, 0.421, 9.402, 155.311, 144.575, 0.278815, -0.3106, 20.9, 0.003221, 0.0116, 8.4
2015 NZ22, 1.362, 0.567, 6.464, 242.476, 162.809, 0.102434, 0.3000, 91.1, 0.000067, 0.0006, 7.2
2015 NJ24, 1.134, 0.277, 7.125, 122.634, 343.724, 0.104902, 0.3122, 114.6, 0.000386, 0.0036, 7.3
2015 NV28, 3.163, 0.595, 24.791, 213.386, 314.993, 0.384535, 10.6375, --, 0.059621, 0.1364, 8.8
2015 OH, 1.321, 0.189, 15.335, 299.300, 326.610, 0.080196, -0.1565, 341.8, 0.000248, 0.0031, 6.2
2015 OM, 2.021, 0.842, 6.056, 70.832, 352.342, 0.085371, 0.1950, 268.1, 0.000440, 0.0051, 6.2
2015 ON, 2.265, 0.570, 11.583, 263.216, 335.761, 0.005331, 5.6614, 142.1, 0.005426, 0.1778, 2.7
2015 OO, 1.416, 0.415, 6.867, 148.772, 45.518, 0.032943, -0.4664, 247.8, 0.000295, 0.0096, 5.3
2015 OV, 1.122, 0.165, 7.649, 135.953, 270.482, 0.050741, 0.4295, 310.1, 0.000486, 0.0092, 6.3
2015 OM21, 2.296, 0.525, 5.075, 288.110, 16.697, 0.080106, -0.1482, 15.3, 0.006264, 0.0783, 6.5
2015 OQ21, 0.789, 0.364, 1.607, 125.458, 328.714, 0.001971, -0.0114, 96.9, 0.000824, 0.4385, 0.2
2015 OR21, 1.975, 0.368, 0.466, 343.544, 307.117, 0.229985, -0.1283, 358.0, 0.002264, 0.0099, 8.4
2015 OA22, 3.509, 0.694, 45.419, 347.293, 356.688, 0.052094, 0.8225, 357.3, 0.063504, 1.3754, 0.8
2015 OB22, 1.167, 0.330, 24.469, 130.289, 314.785, 0.129504, 0.2009, 156.2, 0.000247, 0.0019, 7.2
2015 OC22, 2.148, 0.903, 11.654, 124.733, 321.654, 0.030678, 7.8565, 274.8, 0.004340, 0.0647, 5.7
2015 OD22, 1.221, 0.546, 28.758, 300.476, 142.043, 0.253864, 1.1210, 67.1, 0.000247, 0.0010, 8.4
2015 OF22, 1.413, 0.223, 16.398, 315.988, 49.268, 0.143064, 0.2452, 24.4, 0.000291, 0.0020, 7.2
2015 OH22, 2.335, 0.477, 9.738, 127.877, 188.099, 0.213343, -0.0229, 355.2, 0.007432, 0.0347, 8.5
2015 OJ22, 2.096, 0.440, 7.138, 101.435, 222.516, 0.177645, 0.0886, 333.8, 0.005455, 0.0305, 7.4
2015 ON22, 1.234, 0.152, 1.866, 299.572, 321.144, 0.035939, -0.1965, --, 0.000526, 0.0150, 5.2
2015 OA26, 1.853, 0.516, 1.887, 294.293, 313.119, 0.001116, 0.4078, 96.4, 0.000369, 0.1198, 0.3
2015 OB26, 2.142, 0.482, 8.470, 301.379, 348.491, 0.098515, -0.3022, 347.9, 0.004134, 0.0424, 6.4
2015 OF26, 1.343, 0.541, 8.687, 287.185, 137.229, 0.098662, 0.5790, 83.9, 0.000208, 0.0021, 6.3
2015 OH26, 1.166, 0.144, 12.920, 123.377, 113.751, 0.055086, -0.3701, 29.8, 0.000357, 0.0067, 6.3
2015 OL35, 2.587, 0.645, 4.490, 134.645, 296.400, 0.034115, -2.1524, --, 0.008439, 0.3639, 3.6
2015 OM35, 1.153, 0.034, 14.980, 297.887, 84.393, 0.130403, 0.0858, 7.2, 0.000331, 0.0025, 7.1
2015 OO35, 1.397, 0.343, 4.943, 310.687, 291.154, 0.024624, -0.4213, 288.4, 0.000278, 0.0122, 4.3
2015 OS35, 2.252, 0.520, 18.517, 276.008, 76.499, 0.257311, 1.7097, 53.2, 0.003329, 0.0125, 8.5
2015 OD48, 1.796, 0.356, 10.412, 98.403, 314.674, 0.205083, -0.2685, 328.8, 0.000934, 0.0046, 8.3
2015 OR78, 2.097, 0.408, 5.177, 84.643, 222.862, 0.234621, 0.1672, 342.7, 0.005414, 0.0230, 8.4
2015 OS78, 2.265, 0.755, 7.459, 10.391, 52.625, 0.078070, -5.0431, 86.5, 0.004870, 0.0902, 5.7
2015 OT78, 2.302, 0.484, 10.231, 316.200, 9.417, 0.180102, -0.3430, 6.0, 0.005634, 0.0314, 7.5
2015 OU78, 1.657, 0.516, 8.449, 127.833, 101.859, 0.025660, -1.0755, 71.9, 0.000540, 0.0255, 4.4
2015 OX78, 1.575, 0.395, 40.424, 119.489, 296.288, 0.133186, 0.4007, 333.6, 0.000445, 0.0033, 7.3
2015 OZ78, 2.561, 0.549, 22.739, 343.739, 45.925, 0.253292, -1.9439, 31.3, 0.016463, 0.0678, 8.6
2015 OB79, 1.586, 0.240, 3.593, 4.280, 318.712, 0.198557, -0.0222, 345.5, 0.000474, 0.0024, 7.1
2015 OC79, 2.174, 0.441, 8.261, 302.010, 29.768, 0.212500, -0.0238, 17.5, 0.003268, 0.0154, 8.4
2015 OO79, 1.251, 0.131, 19.417, 115.920, 27.540, 0.115568, 0.0863, 10.0, 0.000731, 0.0063, 7.2
2015 OQ79, 1.690, 0.385, 12.161, 113.561, 256.964, 0.167308, 0.6712, 305.4, 0.000520, 0.0031, 7.4
2015 OS79, 1.428, 0.240, 1.174, 43.378, 249.585, 0.072864, -0.2385, 343.4, 0.000826, 0.0115, 6.2
2015 OT79, 2.506, 0.507, 13.335, 115.663, 212.884, 0.241547, -2.6778, 337.3, 0.011752, 0.0503, 8.6
2015 PC, 2.156, 0.756, 8.017, 251.224, 335.223, 0.120867, 3.4234, 268.0, 0.002254, 0.0167, 7.6
2015 PD, 1.848, 0.636, 12.091, 242.780, 165.670, 0.180756, 0.8487, 247.3, 0.000639, 0.0035, 7.4
2015 PK, 2.054, 0.616, 7.656, 133.158, 114.782, -0.000131, -1.5852, 253.6, 0.002210, 0.3464, 0.5
2015 PL, 2.238, 0.513, 23.602, 127.829, 127.070, 0.196848, 0.0046, 36.4, 0.005110, 0.0261, 7.4
2015 PM, 1.308, 0.633, 7.466, 181.053, 244.311, 0.013372, -0.7246, 279.1, 0.000308, 0.0296, 3.4
2015 PQ, 2.207, 0.490, 6.132, 330.449, 5.579, 0.113393, -0.1267, 2.8, 0.003437, 0.0304, 7.4
2015 PR, 2.223, 0.428, 5.000, 157.506, 207.571, 0.269564, 0.0519, 350.8, 0.002882, 0.0107, 8.4
2015 PS, 2.198, 0.467, 5.542, 317.987, 61.114, 0.192859, 0.1400, 28.4, 0.002759, 0.0143, 7.4
2015 PK9, 1.207, 0.234, 11.129, 316.128, 296.778, 0.012411, -0.4132, 314.7, 0.000441, 0.0410, 3.3
2015 PL9, 2.755, 0.648, 5.097, 315.124, 331.396, 0.025565, -4.8621, --, 0.033276, 0.9089, 0.7
2015 PP56, 1.344, 0.213, 10.734, 308.586, 341.335, 0.050000, 0.2574, 344.0, 0.001379, 0.0268, 6.3
2015 PQ56, 2.117, 0.484, 6.503, 324.245, 353.288, 0.077241, -0.1899, 351.3, 0.004809, 0.0627, 6.4
2015 PR56, 2.451, 0.857, 7.822, 149.650, 45.903, 0.050715, -3.6640, 86.5, 0.019579, 0.8605, 0.7
2015 PS56, 1.232, 0.520, 6.561, 134.467, 70.809, 0.012945, -0.4908, 79.6, 0.000316, 0.0295, 3.3
2015 PU56, 1.276, 0.260, 23.287, 312.670, 103.499, 0.116693, -0.3246, 32.0, 0.000240, 0.0021, 7.3
2015 PV56, 2.108, 0.420, 0.330, 231.667, 84.135, 0.206853, 0.0874, 1.9, 0.004726, 0.0228, 8.4
2015 PW56, 2.322, 0.469, 9.247, 134.284, 179.193, 0.223591, -0.4219, --, 0.006519, 0.0293, 8.5
2015 PZ56, 2.626, 0.586, 2.093, 121.610, 191.738, 0.069668, -0.1745, --, 0.025481, 0.3998, 5.7
2015 PA57, 1.189, 0.359, 2.058, 279.475, 305.145, 0.019191, 0.3342, 95.9, 0.000403, 0.0197, 4.3
2015 PK57, 2.521, 0.619, 4.718, 133.752, 247.283, 0.069088, -2.2450, --, 0.019347, 0.3188, 5.6
2015 PL57, 1.120, 0.144, 1.631, 112.605, 115.297, 0.003367, -0.4527, 76.2, 0.001207, 0.4396, 0.3
2015 PM57, 2.205, 0.734, 17.385, 112.864, 341.894, 0.269246, 2.3639, 119.2, 0.002906, 0.0104, 8.6
2015 PN57, 1.739, 0.372, 13.473, 303.137, 85.647, 0.241195, 0.6932, 56.1, 0.000593, 0.0024, 8.4
2015 PP57, 2.316, 0.469, 20.383, 130.017, 276.053, 0.439191, -1.1703, 305.0, 0.003484, 0.0080, 9.5
2015 PS57, 1.821, 0.318, 13.579, 285.754, 18.923, 0.234790, 0.0081, 11.5, 0.000939, 0.0040, 8.2
2015 PP227, 2.124, 0.474, 9.354, 129.601, 172.192, 0.105927, -0.1277, 8.5, 0.004212, 0.0399, 7.4
2015 PQ227, 1.763, 0.338, 58.572, 135.337, 167.935, 0.158186, 0.7323, 4.2, 0.000968, 0.0060, 7.4
2015 PS227, 1.724, 0.419, 6.720, 158.291, 213.266, 0.027587, 0.4120, 315.7, 0.000679, 0.0232, 5.3
2015 PT227, 2.398, 0.587, 1.407, 28.744, 334.156, 0.004570, -0.2445, 282.7, 0.003226, 0.7997, 0.4
2015 PU227, 1.337, 0.324, 3.837, 317.330, 299.063, 0.005284, -0.3956, 285.4, 0.000390, 0.1082, 1.3
2015 PV227, 2.176, 0.462, 8.083, 132.908, 183.411, 0.155706, -0.1280, 358.5, 0.003471, 0.0223, 7.4
2015 PW227, 1.821, 0.470, 7.524, 134.326, 238.119, 0.051891, 0.6716, 298.8, 0.000677, 0.0124, 6.4
2015 PC228, 1.532, 0.501, 12.365, 319.702, 141.560, 0.102932, 0.7080, 235.6, 0.000474, 0.0045, 7.4
2015 PD228, 2.359, 0.455, 1.997, 346.650, 326.009, 0.277679, -0.2297, 354.6, 0.008605, 0.0310, 8.5
2015 PG228, 1.145, 0.519, 25.785, 308.597, 230.883, 0.123172, -0.8610, 299.4, 0.000695, 0.0058, 7.4
2015 PR228, 2.595, 0.689, 7.280, 320.462, 107.219, 0.028909, -5.3055, --, 0.012900, 0.4791, 0.6
2015 PS228, 1.057, 0.084, 0.439, 272.703, 327.660, 0.006921, -0.9635, --, 0.004977, 1.0648, 2.1
2015 PU228, 2.291, 0.786, 9.420, 299.151, 274.383, 0.017625, -10.5258, 101.1, 0.007797, 0.1895, 0.7
2015 PV228, 2.423, 0.561, 14.350, 322.099, 340.340, 0.074808, -0.3596, --, 0.019327, 0.2505, 6.6
2015 PZ228, 1.811, 0.719, 47.561, 342.159, 248.159, 0.113723, -2.4408, 305.6, 0.001254, 0.0122, 6.6
2015 PA229, 2.266, 0.512, 6.179, 314.816, 38.613, 0.111723, 0.0265, --, 0.006188, 0.0548, 7.4
2015 PC229, 2.637, 0.531, 6.636, 338.981, 50.474, 0.262053, -0.4772, 22.6, 0.016862, 0.0658, 8.6
2015 PF229, 2.110, 0.497, 7.685, 198.847, 58.692, 0.112173, 0.5073, 54.3, 0.004952, 0.0433, 7.5
2015 PL229, 1.491, 0.282, 1.678, 331.109, 344.121, 0.057530, -0.0264, 350.9, 0.000439, 0.0076, 6.1
2015 PP291, 2.378, 0.783, 16.510, 97.563, 310.802, 0.201474, -7.3061, --, 0.382926, 1.5790, 7.8
2015 PL307, 1.614, 0.489, 5.232, 128.762, 117.202, 0.002695, 0.6326, 256.1, 0.000338, 0.0627, 1.4
2015 PM307, 2.186, 0.858, 8.215, 140.757, 320.585, 0.049408, 5.8486, 273.0, 0.003334, 0.0444, 6.7
2015 PN307, 1.460, 0.542, 31.020, 325.638, 190.172, 0.310562, 0.1211, 170.5, 0.000519, 0.0017, 8.2
2015 PE312, 1.706, 0.548, 7.450, 137.151, 260.940, 0.022542, 0.9910, 285.3, 0.000447, 0.0167, 4.4
2015 QA, 2.355, 0.527, 2.270, 319.903, 13.087, 0.106286, -0.2914, 4.6, 0.008536, 0.0806, 6.5
2015 QB, 1.753, 0.402, 1.229, 151.967, 152.719, 0.033118, -0.1248, 17.6, 0.001348, 0.0412, 5.3
